window,date,expiry,strike,option,reason,tau
validation,2026-08-14,2026-10-27 00:00:00,23750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,24650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-03-30 00:00:00,16500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,28500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,27000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,28500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,30000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,25700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,24150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,24650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,26300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,22900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,22500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,27200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,27150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,24650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,22750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,27200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,27150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,25500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,19500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,27000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,16500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,33000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-12-28 00:00:00,19500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,22600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,22850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,22750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,24150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,22850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,22850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,22600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,23150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,22900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,22600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,21750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,21350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,33000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,23000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,26000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,25500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,27000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,30000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-12-24 00:00:00,24000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-12-24 00:00:00,33000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,28500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,24000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,19500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,24350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,19000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,31500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,18000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,28500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-06-26 00:00:00,30000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2029-12-24 00:00:00,31500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,30000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,24000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,22750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,27050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,22950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,21900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,22900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,27100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,27100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,24950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,26350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,21850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,22150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,27100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,24450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-03-30 00:00:00,28500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,16500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-12-28 00:00:00,25500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,22500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-06-27 00:00:00,31500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,19500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,22500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,28500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,31500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,22500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2031-06-24 00:00:00,33000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,23450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,28500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,28000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,22500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-12-31 00:00:00,27000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,25500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,24000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2028-12-26 00:00:00,18000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2027-06-29 00:00:00,30000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,26100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,25300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,23950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-10-27 00:00:00,22550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,26050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,25900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,26850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,25550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,23150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,22700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,22550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,22450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-29 00:00:00,21850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,26000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,26150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,24050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,23050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,22800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,23050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,26750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,25950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-01 00:00:00,26950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-25 00:00:00,22450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,23050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-08-18 00:00:00,22300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2030-06-25 00:00:00,24000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,22650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,24800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-08 00:00:00,25800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,23200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,24550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
validation,2026-08-14,2026-09-15 00:00:00,25450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
